13.0948149972, 16.4777192984, 15.4076026419, 16.3614934962
14.2784029003, 16.6637915648, 12.2667024967, 13.975846811
12.3615986205, 14.18816808, 14.2140274901, 15.9316427194
15.2965334609, 16.3355783219, 14.5218744484, 17.4952660568
14.0409448396, 16.1948696028, 12.7468628783, 17.436392937
14.8403648487, 17.1855238024, 14.1373847454, 17.6384389612
12.9989114292, 15.084982142, 15.1466918016, 16.1216161978
11.3978396175, 17.2669333282, 15.5903566924, 16.2929747769
11.9779514339, 15.4059789276, 16.0018054305, 16.1558423028
12.4935123885, 16.3451337403, 14.8876094449, 17.2627013258
15.3020627338, 15.244677666, 15.7752939012, 18.1228814058
12.068860235, 16.7174206141, 14.763411842, 13.9478287884
13.9521474827, 16.6062690873, 14.4112152827, 15.1961393731
12.2082608711, 16.0161550581, 16.3846151693, 16.5744788205
14.2491083294, 14.9075140255, 15.772391954, 13.8505864126
14.179422783, 17.4914526727, 14.1822873632, 12.8680904286
15.9616878675, 18.6486621357, 16.6764773445, 17.8797938349
15.2257144423, 13.145640929, 15.4173520081, 14.4378546974
12.0454014391, 16.6315621931, 14.090272101, 14.2324144489
13.0260245434, 17.1031212288, 14.3738034647, 14.7541743434
16.9155034999, 17.3212497335, 16.4153052444, 16.7411964186
17.3359043986, 15.8465434682, 16.1792358375, 19.2812252321
14.3959128543, 17.2679294246, 15.9457143557, 16.0355904132
13.0826897627, 14.3035767601, 16.9552117309, 16.1688617902
16.6397117075, 18.0839968479, 14.3001662699, 17.094328144
15.9597762599, 15.2545448196, 14.3025276956, 16.7241411896
13.946167489, 17.035409855, 15.7277762254, 17.1139205161
15.9968901048, 17.5403070337, 15.5208145746, 16.5016101938
15.6503037217, 18.6986879886, 14.6397452573, 16.8756366487
16.5310799264, 18.7781580148, 13.9673707474, 17.8423411838
17.2920152887, 17.0137217307, 17.0599930999, 15.321254672
13.6967628314, 15.7148337405, 16.5211071233, 16.0316218689
13.8281504157, 19.0790848167, 17.544751546, 16.6641778922
17.135271766, 19.0717030316, 15.4639810539, 15.881443894
17.4321140685, 15.4202721101, 14.7268590296, 16.1995935052
13.9083007375, 17.0751123212, 15.6673985869, 17.5933016123
16.5402676214, 17.2580682549, 17.4855251068, 18.5665740683
13.6356017053, 15.9724060797, 14.633979027, 13.7958691031
15.3923981003, 15.8129400969, 15.3104560338, 16.3249197399
12.0657839826, 15.5356223624, 13.1741783789, 14.1183344526
14.273483614, 14.0222099202, 13.0305123747, 14.367756381
13.5985032435, 15.4723940474, 13.1235272963, 14.4479180204
16.2686921675, 14.6121309733, 14.0850577713, 14.8777278908
16.0710489204, 17.137743835, 14.7148918958, 16.0827379896
13.5144107805, 16.2065075543, 14.7758324305, 17.0427352046
15.3433573255, 15.4275025638, 12.895970722, 15.2945393661
11.8636933993, 13.3398067085, 13.152419642, 14.6376792052
13.3516297729, 16.4364796597, 14.6495902416, 13.7095809309
14.9070487956, 17.3128952919, 14.2257965967, 16.4881580317
13.0066948303, 15.0640586253, 14.1981167658, 14.7904041683
11.6851986248, 15.7723404339, 15.2777969976, 15.2794982472
16.5283048871, 15.6140198731, 15.7747571492, 16.5429722755
15.3143283258, 16.9485157968, 14.5909854998, 16.9872708579
13.9782878359, 16.6765059898, 15.2899981377, 17.3322729811
15.7254347656, 16.3578260919, 15.1222827803, 16.3614997142
14.1900326827, 18.3975448752, 17.5968118797, 16.9841406256
16.0077803631, 16.3473341196, 16.2088136832, 18.6753126239
14.2775652153, 17.8753091615, 16.0744124611, 15.9177894615
14.1641347376, 18.0266946107, 18.2726346262, 16.4775239388
14.5597592538, 15.2272095952, 16.9135934255, 14.7863308104
12.6814187362, 13.5733236452, 14.2493025899, 15.9043901957
11.1384334959, 14.06791115, 13.9378810271, 15.4673367282
12.6633473179, 15.0493012794, 14.0212515523, 14.9446002516
15.3251050721, 14.2317690387, 13.8509204102, 14.2403235502
12.6139861513, 13.1632835993, 13.8543896892, 14.3709425255
10.2456352354, 15.9911808089, 10.7978079678, 13.8703660382
9.13342615711, 14.5794686627, 13.0143222395, 13.8724552712
7.58742672901, 14.9238634794, 13.0988827262, 12.776384075
9.15265259523, 7.59291951708, 8.11737595629, 8.70121983018
10.4175845461, 9.45258828396, 10.063708043, 8.33370622581
6.97458537257, 11.4260591872, 11.8203983192, 14.1081435881
10.5537370042, 11.8686919168, 10.3837997843, 13.0995959547
8.06533459042, 10.4778009035, 10.8674787903, 11.5764786083
11.2159160622, 10.8923229041, 10.8644796108, 12.1506531766
